,humidity,precip,windgust,winddir,tempmax,tempmin,windspeed,datetime,year,month
905,86.6,0.0,25.6,109.2,24.0,12.0,22.3,2023-05-11,2023,5
906,76.8,0.0,29.2,102.9,26.0,15.0,18.4,2023-05-12,2023,5
907,78.8,7.0,12.2,97.6,27.5,16.1,16.6,2023-05-13,2023,5
908,80.8,6.2,19.4,96.9,26.0,16.0,16.6,2023-05-14,2023,5
909,77.7,0.3,18.4,35.2,25.8,17.0,18.4,2023-05-15,2023,5
910,75.2,0.0,35.3,309.8,26.0,15.0,20.5,2023-05-16,2023,5
911,73.1,0.0,18.0,339.9,26.8,12.0,18.4,2023-05-17,2023,5
912,79.6,0.0,17.6,325.3,26.4,14.1,14.8,2023-05-18,2023,5
913,76.9,0.0,14.0,328.5,27.0,13.0,13.0,2023-05-19,2023,5
914,70.5,0.0,26.6,296.4,27.0,12.0,16.6,2023-05-20,2023,5
915,69.2,0.0,11.5,312.1,28.0,11.0,13.0,2023-05-21,2023,5
916,70.4,0.0,25.9,294.5,27.0,12.4,18.4,2023-05-22,2023,5
917,68.3,0.0,17.3,276.0,26.0,11.0,14.8,2023-05-23,2023,5
918,79.4,0.0,42.5,99.9,26.0,10.5,14.8,2023-05-24,2023,5
919,85.9,17.0,32.0,108.2,24.0,12.0,24.1,2023-05-25,2023,5
920,82.9,3.0,29.9,123.8,22.6,10.0,17.4,2023-05-26,2023,5
921,81.6,0.0,30.2,136.5,22.1,11.9,24.1,2023-05-27,2023,5
922,78.3,0.0,28.4,141.8,22.0,13.0,22.3,2023-05-28,2023,5
923,76.1,0.0,28.4,126.5,25.0,11.8,20.5,2023-05-29,2023,5
924,77.7,0.0,28.4,132.8,23.0,14.4,22.3,2023-05-30,2023,5
925,75.2,0.0,31.0,130.3,24.0,13.0,19.5,2023-05-31,2023,5
926,79.7,0.0,31.0,119.3,23.0,11.0,22.3,2023-06-01,2023,6
927,84.6,0.0,33.8,128.0,21.0,10.0,18.4,2023-06-02,2023,6
928,81.3,0.0,23.4,129.2,21.9,14.0,17.4,2023-06-03,2023,6
929,73.1,0.0,29.9,124.7,22.0,13.0,22.3,2023-06-04,2023,6
930,85.6,0.0,23.4,120.3,21.6,13.0,20.3,2023-06-05,2023,6
931,83.9,0.0,24.5,109.1,23.0,11.1,18.4,2023-06-06,2023,6
932,81.8,0.0,27.7,127.2,23.6,14.0,21.4,2023-06-07,2023,6
933,81.6,0.0,20.9,107.4,24.0,13.0,18.4,2023-06-08,2023,6
934,79.5,0.0,23.0,100.4,25.0,14.0,17.4,2023-06-09,2023,6
935,80.3,0.0,11.9,123.7,25.0,12.0,14.8,2023-06-10,2023,6
936,74.0,0.0,24.8,93.9,25.0,12.0,11.2,2023-06-11,2023,6
937,73.3,0.0,18.0,77.7,25.0,12.0,13.8,2023-06-12,2023,6
938,68.3,0.0,18.0,10.4,24.0,12.0,14.8,2023-06-13,2023,6
939,69.9,0.0,14.4,134.4,25.0,9.6,14.8,2023-06-14,2023,6
940,77.0,0.0,7.9,125.0,25.0,11.0,14.8,2023-06-15,2023,6
941,74.2,0.0,7.2,119.7,26.0,11.8,9.4,2023-06-16,2023,6
942,69.9,0.0,31.3,127.1,25.0,8.0,16.6,2023-06-17,2023,6
943,79.9,0.0,32.4,142.8,21.4,11.0,27.7,2023-06-18,2023,6
944,81.8,0.0,27.4,120.8,20.7,8.0,20.5,2023-06-19,2023,6
945,78.9,0.0,26.3,101.8,22.0,8.0,14.8,2023-06-20,2023,6
946,82.0,0.0,33.1,114.4,22.0,9.0,19.5,2023-06-21,2023,6
947,78.7,0.1,16.2,116.5,25.1,8.5,14.8,2023-06-22,2023,6
948,77.0,0.0,23.0,126.5,23.0,10.9,13.8,2023-06-23,2023,6
949,79.4,0.0,25.9,125.9,23.0,9.0,21.4,2023-06-24,2023,6
950,75.8,0.0,29.5,113.0,22.7,10.0,20.3,2023-06-25,2023,6
951,78.8,0.0,32.8,109.8,22.0,8.9,16.6,2023-06-26,2023,6
952,74.6,0.0,28.8,101.9,21.0,7.0,20.5,2023-06-27,2023,6
953,75.3,0.0,27.7,104.2,21.0,5.9,16.5,2023-06-28,2023,6
954,82.9,0.0,31.3,119.7,22.0,10.0,22.3,2023-06-29,2023,6
955,78.0,0.0,26.6,98.2,21.4,9.0,20.3,2023-06-30,2023,6
956,80.0,0.0,34.6,120.8,23.0,8.0,20.5,2023-07-01,2023,7
957,80.1,0.0,28.8,142.1,20.0,9.0,29.6,2023-07-02,2023,7
958,75.8,0.0,37.4,149.3,18.0,12.0,24.1,2023-07-03,2023,7
959,83.0,0.2,36.4,155.6,22.0,8.0,20.5,2023-07-04,2023,7
960,86.3,0.0,19.1,125.9,20.1,8.9,18.4,2023-07-05,2023,7
961,79.8,0.0,29.5,131.2,22.0,11.4,20.5,2023-07-06,2023,7
962,76.7,0.0,37.1,113.9,22.0,9.0,31.7,2023-07-07,2023,7
963,87.7,0.2,40.0,138.9,18.0,11.9,24.1,2023-07-08,2023,7
964,84.2,0.0,24.1,114.4,19.5,11.0,21.4,2023-07-09,2023,7
965,85.1,0.1,20.2,106.6,22.0,12.0,13.8,2023-07-10,2023,7
966,73.5,0.0,28.1,275.6,25.0,13.0,14.8,2023-07-11,2023,7
967,79.2,0.0,35.6,132.0,22.0,10.0,22.3,2023-07-12,2023,7
968,76.5,0.0,31.0,131.2,20.0,12.0,18.4,2023-07-13,2023,7
969,75.9,0.0,34.2,142.9,21.0,12.4,22.3,2023-07-14,2023,7
970,70.1,0.0,37.1,142.7,19.0,12.0,25.9,2023-07-15,2023,7
971,75.0,0.0,24.1,127.4,22.0,11.0,22.3,2023-07-16,2023,7
972,80.9,0.0,29.5,134.3,21.0,14.0,22.3,2023-07-17,2023,7
973,79.0,0.0,34.2,119.2,21.0,12.0,22.3,2023-07-18,2023,7
974,87.4,0.2,28.1,127.7,21.0,10.0,20.5,2023-07-19,2023,7
975,74.5,0.0,28.4,131.3,26.0,11.0,22.3,2023-07-20,2023,7
976,75.0,0.0,32.8,123.5,22.0,14.0,27.7,2023-07-21,2023,7
977,78.6,0.0,33.8,124.3,21.0,12.0,27.7,2023-07-22,2023,7
978,79.2,0.0,24.1,129.8,22.0,12.0,18.4,2023-07-23,2023,7
979,78.0,0.0,33.8,126.3,23.0,11.5,20.5,2023-07-24,2023,7
980,71.6,0.0,33.1,141.5,25.1,10.0,16.6,2023-07-25,2023,7
981,78.7,0.0,34.2,151.5,21.0,11.0,23.2,2023-07-26,2023,7
982,68.5,0.0,33.1,138.2,23.0,8.9,20.5,2023-07-27,2023,7
983,71.5,0.0,32.4,135.9,23.0,10.0,14.8,2023-07-28,2023,7
984,72.2,0.0,32.4,119.7,22.4,9.9,19.4,2023-07-29,2023,7
985,75.4,0.0,30.2,99.0,25.0,7.3,20.3,2023-07-30,2023,7
986,77.6,0.0,32.4,91.2,24.0,9.0,17.4,2023-07-31,2023,7
987,75.3,0.0,34.9,121.0,24.0,13.0,20.5,2023-08-01,2023,8
988,69.9,0.0,36.4,136.9,22.0,12.0,25.9,2023-08-02,2023,8
989,76.3,0.0,42.8,153.0,19.0,11.0,24.1,2023-08-03,2023,8
990,75.1,0.0,46.4,154.6,20.1,13.0,27.8,2023-08-04,2023,8
991,76.6,0.0,41.0,148.6,20.0,13.0,26.8,2023-08-05,2023,8
992,74.3,0.0,38.2,142.8,20.0,13.0,25.9,2023-08-06,2023,8
993,74.4,0.0,30.6,122.4,22.0,12.0,21.4,2023-08-07,2023,8
994,83.6,15.0,29.9,126.0,22.3,12.0,14.8,2023-08-08,2023,8
995,78.1,3.0,28.8,128.3,23.0,10.0,20.5,2023-08-09,2023,8
996,74.6,0.0,26.6,119.9,25.0,11.5,14.8,2023-08-10,2023,8
997,72.4,0.0,21.6,99.1,24.4,13.0,18.4,2023-08-11,2023,8
998,74.2,0.0,31.3,101.5,24.0,13.0,20.5,2023-08-12,2023,8
999,80.9,0.1,31.7,110.8,24.0,12.0,24.1,2023-08-13,2023,8
